day_of_year,year,fact_fragment,fact_statement,was_submitted
183,1867,"the British North America Act of 1867 takes effect as the Constitution of Canada, creating the Canadian Confederation and the federal dominion of Canada; Sir John A. Macdonald is sworn in as the first Prime Minister of Canada","July 1 is the day in 1867 that the British North America Act of 1867 takes effect as the Constitution of Canada, creating the Canadian Confederation and the federal dominion of Canada; Sir John A. Macdonald is sworn in as the first Prime Minister of Canada.",False
183,1870,the United States Department of Justice formally comes into existence,July 1 is the day in 1870 that the United States Department of Justice formally comes into existence.,False
183,1874,"the Sholes and Glidden typewriter, the first commercially successful typewriter, goes on sale","July 1 is the day in 1874 that the Sholes and Glidden typewriter, the first commercially successful typewriter, goes on sale.",False
183,1878,Canada joins the Universal Postal Union,July 1 is the day in 1878 that Canada joins the Universal Postal Union.,False
183,1879,Charles Taze Russell publishes the first edition of the religious magazine The Watchtower,July 1 is the day in 1879 that Charles Taze Russell publishes the first edition of the religious magazine The Watchtower.,False
183,1881,"the world's first international telephone call is made between St. Stephen, New Brunswick, Canada, and Calais, Maine, United States","July 1 is the day in 1881 that the world's first international telephone call is made between St. Stephen, New Brunswick, Canada, and Calais, Maine, United States.",False
183,1881,"General Order 70, the culmination of the Cardwell and Childers reforms of the British Army, comes into effect","July 1 is the day in 1881 that General Order 70, the culmination of the Cardwell and Childers reforms of the British Army, comes into effect.",False
183,1885,the United States terminates reciprocity and fishery agreement with Canada,July 1 is the day in 1885 that the United States terminates reciprocity and fishery agreement with Canada.,False
183,1890,Canada and Bermuda are linked by telegraph cable,July 1 is the day in 1890 that Canada and Bermuda are linked by telegraph cable.,False
183,1911,"Germany despatched the gunship Panther to Morocco, sparking the Agadir Crisis","July 1 is the day in 1911 that Germany despatched the gunship Panther to Morocco, sparking the Agadir Crisis.",False
183,1915,"lieutenant Kurt Wintgens achieves the first known aerial victory with a synchronized gun-equipped fighter plane, the Fokker M.5K/MG Eindecker","July 1 is the day in 1915 that lieutenant Kurt Wintgens achieves the first known aerial victory with a synchronized gun-equipped fighter plane, the Fokker M.5K/MG Eindecker.",False
183,1921,the Communist Party of China is founded,July 1 is the day in 1921 that the Communist Party of China is founded.,False
183,1923,the Canadian Parliament suspends all Chinese immigration,July 1 is the day in 1923 that the Canadian Parliament suspends all Chinese immigration.,False
183,1931,United Airlines begins service (as Boeing Air Transport),July 1 is the day in 1931 that United Airlines begins service (as Boeing Air Transport).,False
183,1935,"Regina, Saskatchewan police and Royal Canadian Mounted Police ambush strikers participating in On-to-Ottawa-Trek","July 1 is the day in 1935 that Regina, Saskatchewan police and Royal Canadian Mounted Police ambush strikers participating in On-to-Ottawa-Trek.",False
183,1935,"Grant Park Music Festival begins its tradition of free summer symphonic music concert series in Chicago's Grant Park, which continues as the United States' only annual free outdoor classical music concert series","July 1 is the day in 1935 that Grant Park Music Festival begins its tradition of free summer symphonic music concert series in Chicago's Grant Park, which continues as the United States' only annual free outdoor classical music concert series.",False
183,1942,the Australian Federal Government becomes the sole collector of Income Tax in Australia as the State Income Tax is abolished,July 1 is the day in 1942 that the Australian Federal Government becomes the sole collector of Income Tax in Australia as the State Income Tax is abolished.,False
183,1943,Tokyo City merges with Tokyo Prefecture and is dissolved,July 1 is the day in 1943 that Tokyo City merges with Tokyo Prefecture and is dissolved.,False
183,1947,the Philippine Air Force is established,July 1 is the day in 1947 that the Philippine Air Force is established.,False
183,1948,"Muhammad Ali Jinnah (Quaid-i-Azam) inaugurates Pakistan's central bank, the State Bank of Pakistan","July 1 is the day in 1948 that Muhammad Ali Jinnah (Quaid-i-Azam) inaugurates Pakistan's central bank, the State Bank of Pakistan.",False
183,1949,"the merger of two princely states of India, Cochin and Travancore, into the state of Thiru-Kochi (later re-organized as Kerala) in the Indian Union ends more than 1,000 years of princely rule by the Cochin Royal Family","July 1 is the day in 1949 that the merger of two princely states of India, Cochin and Travancore, into the state of Thiru-Kochi (later re-organized as Kerala) in the Indian Union ends more than 1,000 years of princely rule by the Cochin Royal Family.",False
183,1957,the International Geophysical Year begins,July 1 is the day in 1957 that the International Geophysical Year begins.,False
183,1958,the Canadian Broadcasting Corporation links television broadcasting across Canada via microwave,July 1 is the day in 1958 that the Canadian Broadcasting Corporation links television broadcasting across Canada via microwave.,False
183,1959,the Party of the African Federation holds its constitutive conference,July 1 is the day in 1959 that the Party of the African Federation holds its constitutive conference.,False
183,1959,"specific values for the international yard, avoirdupois pound and derived units (e.g","July 1 is the day in 1959 that specific values for the international yard, avoirdupois pound and derived units (e.g.",False
183,1960,Ghana becomes a Republic and Kwame Nkrumah becomes its first President as Queen Elizabeth II of the United Kingdom ceases to be its Head of state,July 1 is the day in 1960 that Ghana becomes a Republic and Kwame Nkrumah becomes its first President as Queen Elizabeth II of the United Kingdom ceases to be its Head of state.,False
183,1963,ZIP Codes are introduced for United States mail,July 1 is the day in 1963 that ZIP Codes are introduced for United States mail.,False
183,1963,the British Government admits that former diplomat Kim Philby had worked as a Soviet agent,July 1 is the day in 1963 that the British Government admits that former diplomat Kim Philby had worked as a Soviet agent.,False
183,1966,the first color television transmission in Canada takes place from Toronto,July 1 is the day in 1966 that the first color television transmission in Canada takes place from Toronto.,False
183,1967,"the European Community is formally created out of a merger with the Common Market, the European Coal and Steel Community, and the European Atomic Energy Commission","July 1 is the day in 1967 that the European Community is formally created out of a merger with the Common Market, the European Coal and Steel Community, and the European Atomic Energy Commission.",False
183,1967,"Canada celebrates the 100th anniversary of the British North America Act, 1867, which officially made Canada its own federal dominion","July 1 is the day in 1967 that Canada celebrates the 100th anniversary of the British North America Act, 1867, which officially made Canada its own federal dominion.",False
183,1968,the CIA's Phoenix Program is officially established,July 1 is the day in 1968 that the CIA's Phoenix Program is officially established.,False
183,1968,"the Nuclear non-proliferation treaty is signed in Washington, D.C., London and Moscow by sixty-two countries","July 1 is the day in 1968 that the Nuclear non-proliferation treaty is signed in Washington, D.C., London and Moscow by sixty-two countries.",False
183,1970,President General Yahya Khan abolishes One-Unit of West Pakistan restoring the provinces,July 1 is the day in 1970 that President General Yahya Khan abolishes One-Unit of West Pakistan restoring the provinces.,False
183,1972,the first Gay Pride march in England takes place,July 1 is the day in 1972 that the first Gay Pride march in England takes place.,False
183,1976,Portugal grants autonomy to Madeira,July 1 is the day in 1976 that Portugal grants autonomy to Madeira.,False
183,1978,the Northern Territory in Australia is granted Self-Government,July 1 is the day in 1978 that the Northern Territory in Australia is granted Self-Government.,False
183,1979,Sony introduces the Walkman,July 1 is the day in 1979 that Sony introduces the Walkman.,False
183,1980,O Canada officially becomes the national anthem of Canada,July 1 is the day in 1980 that O Canada officially becomes the national anthem of Canada.,False
183,1981,"the Wonderland Murders occurred in the early morning hours, allegedly masterminded by businessman and drug dealer Eddie Nash","July 1 is the day in 1981 that the Wonderland Murders occurred in the early morning hours, allegedly masterminded by businessman and drug dealer Eddie Nash.",False
183,1983,"a North Korean Ilyushin Il-62M jet en route to Conakry Airport in Guinea crashes into the Fouta Djallon mountains in Guinea-Bissau, killing all 23 people on board","July 1 is the day in 1983 that a North Korean Ilyushin Il-62M jet en route to Conakry Airport in Guinea crashes into the Fouta Djallon mountains in Guinea-Bissau, killing all 23 people on board.",False
183,1984,the PG-13 rating is introduced by the MPAA,July 1 is the day in 1984 that the PG-13 rating is introduced by the MPAA.,False
183,1987,"the American radio station WFAN in New York, New York is launched as the world's first all-sports radio station","July 1 is the day in 1987 that the American radio station WFAN in New York, New York is launched as the world's first all-sports radio station.",False
183,1991,the Warsaw Pact is officially dissolved at a meeting in Prague,July 1 is the day in 1991 that the Warsaw Pact is officially dissolved at a meeting in Prague.,False
183,1997,"China resumes sovereignty over the city-state of Hong Kong, ending 156 years of British colonial rule","July 1 is the day in 1997 that China resumes sovereignty over the city-state of Hong Kong, ending 156 years of British colonial rule.",False
183,1999,the Scottish Parliament is officially opened by Queen Elizabeth II on the day that legislative powers are officially transferred from the old Scottish Office in London to the new devolved Scottish Executive in Edinburgh,July 1 is the day in 1999 that the Scottish Parliament is officially opened by Queen Elizabeth II on the day that legislative powers are officially transferred from the old Scottish Office in London to the new devolved Scottish Executive in Edinburgh.,False
183,2002,"the International Criminal Court is established to prosecute individuals for genocide, crimes against humanity, war crimes, and the crime of aggression","July 1 is the day in 2002 that the International Criminal Court is established to prosecute individuals for genocide, crimes against humanity, war crimes, and the crime of aggression.",False
183,2002,"a Bashkirian Airlines (flight 2937) Tupolev TU-154 and a DHL (German cargo) Boeing 757 collide in mid-air over Ueberlingen, southern Germany, killing 71","July 1 is the day in 2002 that a Bashkirian Airlines (flight 2937) Tupolev TU-154 and a DHL (German cargo) Boeing 757 collide in mid-air over Ueberlingen, southern Germany, killing 71.",False
183,2006,the first operation of Qinghai-Tibet Railway in the People's Republic of China,July 1 is the day in 2006 that the first operation of Qinghai-Tibet Railway in the People's Republic of China.,False
180,1389,"Battle of Kosovo took place, between Serbian and Ottoman army","June 28 is the day in 1389 that Battle of Kosovo took place, between Serbian and Ottoman army.",False
180,1461,Edward IV is crowned King of England,June 28 is the day in 1461 that Edward IV is crowned King of England.,False
180,1519,Charles V is elected Emperor of the Holy Roman Empire,June 28 is the day in 1519 that Charles V is elected Emperor of the Holy Roman Empire.,False
180,1635,Guadeloupe becomes a French colony,June 28 is the day in 1635 that Guadeloupe becomes a French colony.,False
180,1651,the Battle of Beresteczko between Poland and Ukraine starts,June 28 is the day in 1651 that the Battle of Beresteczko between Poland and Ukraine starts.,False
180,1763,"a massive earthquake occurs on the same day in Komárom in Hungary, in Komárno in Slovakia and in Zsámbék in Hungary","June 28 is the day in 1763 that a massive earthquake occurs on the same day in Komárom in Hungary, in Komárno in Slovakia and in Zsámbék in Hungary.",False
180,1841,the Paris Opera Ballet premieres Giselle in the Salle Le Peletier,June 28 is the day in 1841 that the Paris Opera Ballet premieres Giselle in the Salle Le Peletier.,False
180,1846,"the saxophone is patented by Adolphe Sax in Paris, France","June 28 is the day in 1846 that the saxophone is patented by Adolphe Sax in Paris, France.",False
180,1859,"the first conformation dog show is held in Newcastle-upon-Tyne, England","June 28 is the day in 1859 that the first conformation dog show is held in Newcastle-upon-Tyne, England.",False
180,1865,the Army of the Potomac is disbanded,June 28 is the day in 1865 that the Army of the Potomac is disbanded.,False
180,1880,the Australian bushranger Ned Kelly is captured at Glenrowan,June 28 is the day in 1880 that the Australian bushranger Ned Kelly is captured at Glenrowan.,False
180,1881,Secret treaty between Austria and Serbia,June 28 is the day in 1881 that Secret treaty between Austria and Serbia.,False
180,1882,the Anglo-French Convention of 1882 marks the territorial boundaries between Guinea and Sierra Leone,June 28 is the day in 1882 that the Anglo-French Convention of 1882 marks the territorial boundaries between Guinea and Sierra Leone.,False
180,1894,Labor Day becomes an official US holiday,June 28 is the day in 1894 that Labor Day becomes an official US holiday.,False
180,1895,"El Salvador, Honduras and Nicaragua form the Greater Republic of Central America","June 28 is the day in 1895 that El Salvador, Honduras and Nicaragua form the Greater Republic of Central America.",False
180,1895,"Court of Private Land Claims rules James Reavis' claim to Barony of Arizona is ""wholly fictitious and fraudulent""","June 28 is the day in 1895 that Court of Private Land Claims rules James Reavis' claim to Barony of Arizona is ""wholly fictitious and fraudulent"".",False
180,1896,"an explosion in the Newton Coal Company's Twin Shaft Mine in Pittston City, Pennsylvania results in a massive cave-in that kills 58 miners","June 28 is the day in 1896 that an explosion in the Newton Coal Company's Twin Shaft Mine in Pittston City, Pennsylvania results in a massive cave-in that kills 58 miners.",False
180,1902,"the U.S. Congress passes the Spooner Act, authorizing President Theodore Roosevelt to acquire rights from Colombia for the Panama Canal","June 28 is the day in 1902 that the U.S. Congress passes the Spooner Act, authorizing President Theodore Roosevelt to acquire rights from Colombia for the Panama Canal.",False
180,1904,the SS Norge runs aground and sinks,June 28 is the day in 1904 that the SS Norge runs aground and sinks.,False
180,1914,"Franz Ferdinand, Archduke of Austria and his wife Sophie are assassinated in Sarajevo by young Serbian nationalist Gavrilo Princip, the casus belli of World War I","June 28 is the day in 1914 that Franz Ferdinand, Archduke of Austria and his wife Sophie are assassinated in Sarajevo by young Serbian nationalist Gavrilo Princip, the casus belli of World War I.",False
180,1919,"the Treaty of Versailles is signed in Paris, formally ending World War I between Belgium, Britain, France, Italy, the United States and allies on the one side and Germany and Austria-Hungary on the other side","June 28 is the day in 1919 that the Treaty of Versailles is signed in Paris, formally ending World War I between Belgium, Britain, France, Italy, the United States and allies on the one side and Germany and Austria-Hungary on the other side.",False
180,1922,the Irish Civil War begins with the shelling of the Four Courts in Dublin by Free State forces,June 28 is the day in 1922 that the Irish Civil War begins with the shelling of the Four Courts in Dublin by Free State forces.,False
180,1936,the Japanese puppet state of Mengjiang is formed in northern China,June 28 is the day in 1936 that the Japanese puppet state of Mengjiang is formed in northern China.,False
180,1940,Romania cedes Bessarabia (current-day Moldova) to the Soviet Union,June 28 is the day in 1940 that Romania cedes Bessarabia (current-day Moldova) to the Soviet Union.,False
180,1942,"Nazi Germany started its strategic summer offensive against the Soviet Union, codenamed Case Blue","June 28 is the day in 1942 that Nazi Germany started its strategic summer offensive against the Soviet Union, codenamed Case Blue.",False
180,1948,"the Cominform circulates the ""Resolution on the situation in the Communist Party of Yugoslavia""; Yugoslavia is expelled from the Communist bloc","June 28 is the day in 1948 that the Cominform circulates the ""Resolution on the situation in the Communist Party of Yugoslavia""; Yugoslavia is expelled from the Communist bloc.",False
180,1948,Boxer Dick Turpin beats Vince Hawkins at Villa Park in Birmingham to become the first black British boxing champion in the modern era,June 28 is the day in 1948 that Boxer Dick Turpin beats Vince Hawkins at Villa Park in Birmingham to become the first black British boxing champion in the modern era.,False
180,1950,Seoul is captured by North Korean troops,June 28 is the day in 1950 that Seoul is captured by North Korean troops.,False
180,1964,Malcolm X forms the Organization of Afro-American Unity,June 28 is the day in 1964 that Malcolm X forms the Organization of Afro-American Unity.,False
180,1967,Israel annexes East Jerusalem,June 28 is the day in 1967 that Israel annexes East Jerusalem.,False
180,1969,Stonewall Riots begin in New York City marking the start of the Gay Rights Movement,June 28 is the day in 1969 that Stonewall Riots begin in New York City marking the start of the Gay Rights Movement.,False
180,1976,the Angolan court sentenced US and UK mercenaries to death sentences and prison terms in the Luanda Trial,June 28 is the day in 1976 that the Angolan court sentenced US and UK mercenaries to death sentences and prison terms in the Luanda Trial.,False
180,1978,"the United States Supreme Court, in Regents of the University of California v. Bakke bars quota systems in college admissions","June 28 is the day in 1978 that the United States Supreme Court, in Regents of the University of California v. Bakke bars quota systems in college admissions.",False
180,1981,"a powerful bomb explodes in Tehran, killing 73 officials of Islamic Republic Party","June 28 is the day in 1981 that a powerful bomb explodes in Tehran, killing 73 officials of Islamic Republic Party.",False
180,1989,the 600th anniversary of the Battle of Kosovo,June 28 is the day in 1989 that the 600th anniversary of the Battle of Kosovo.,False
180,1992,the Constitution of Estonia is signed into law,June 28 is the day in 1992 that the Constitution of Estonia is signed into law.,False
180,1996,the Constitution of Ukraine is signed into law,June 28 is the day in 1996 that the Constitution of Ukraine is signed into law.,False
180,1997,Mike Tyson vs. Evander Holyfield II – Tyson is disqualified in the 3rd round for biting a piece off Holyfield's ear,June 28 is the day in 1997 that Mike Tyson vs. Evander Holyfield II – Tyson is disqualified in the 3rd round for biting a piece off Holyfield's ear.,False
180,2001,Slobodan Milošević deported to ICTY to stand trial,June 28 is the day in 2001 that Slobodan Milošević deported to ICTY to stand trial.,False
180,2004,"Sovereign power is handed to the interim government of Iraq by the Coalition Provisional Authority, ending the U.S.-led rule of that nation","June 28 is the day in 2004 that Sovereign power is handed to the interim government of Iraq by the Coalition Provisional Authority, ending the U.S.-led rule of that nation.",False
181,226,Cao Pi dies after an illness; his son Cao Rui succeeds him as emperor of the Kingdom of Wei,June 29 is the day in 226 that Cao Pi dies after an illness; his son Cao Rui succeeds him as emperor of the Kingdom of Wei.,False
181,1149,raymond of Poitiers is defeated and killed at the Battle of Inab by Nur ad-Din Zangi,June 29 is the day in 1149 that raymond of Poitiers is defeated and killed at the Battle of Inab by Nur ad-Din Zangi.,False
181,1194,Sverre is crowned King of Norway,June 29 is the day in 1194 that Sverre is crowned King of Norway.,False
181,1444,Skanderbeg defeats an Ottoman invasion force at Torvioll,June 29 is the day in 1444 that Skanderbeg defeats an Ottoman invasion force at Torvioll.,False
181,1613,"the Globe Theatre in London, England burns to the ground","June 29 is the day in 1613 that the Globe Theatre in London, England burns to the ground.",False
181,1644,"Charles I of England defeats a Parliamentarian detachment at the Battle of Cropredy Bridge, the last battle won by an English King on English soil","June 29 is the day in 1644 that Charles I of England defeats a Parliamentarian detachment at the Battle of Cropredy Bridge, the last battle won by an English King on English soil.",False
181,1786,"Alexander Macdonell and over five hundred Roman Catholic highlanders leave Scotland to settle in Glengarry County, Ontario","June 29 is the day in 1786 that Alexander Macdonell and over five hundred Roman Catholic highlanders leave Scotland to settle in Glengarry County, Ontario.",False
181,1874,"greek politician Charilaos Trikoupis publishes a manifesto in the Athens daily Kairoi entitled ""Who's to Blame?","June 29 is the day in 1874 that greek politician Charilaos Trikoupis publishes a manifesto in the Athens daily Kairoi entitled ""Who's to Blame?.",False
181,1880,France annexes Tahiti,June 29 is the day in 1880 that France annexes Tahiti.,False
181,1888,"George Edward Gouraud records Handel's Israel in Egypt onto a phonograph cylinder, thought for many years to be the oldest known recording of music","June 29 is the day in 1888 that George Edward Gouraud records Handel's Israel in Egypt onto a phonograph cylinder, thought for many years to be the oldest known recording of music.",False
181,1889,"Hyde Park and several other Illinois townships vote to be annexed by Chicago, forming the largest United States city in area and second largest in population","June 29 is the day in 1889 that Hyde Park and several other Illinois townships vote to be annexed by Chicago, forming the largest United States city in area and second largest in population.",False
181,1914,Jina Guseva attempts to assassinate Grigori Rasputin at his home town in Siberia,June 29 is the day in 1914 that Jina Guseva attempts to assassinate Grigori Rasputin at his home town in Siberia.,False
181,1916,the Irish Nationalist and British diplomat Sir Roger Casement is sentenced to death for his part in the Easter Rising,June 29 is the day in 1916 that the Irish Nationalist and British diplomat Sir Roger Casement is sentenced to death for his part in the Easter Rising.,False
181,1922,"France grants 1 km² at Vimy Ridge ""freely, and for all time, to the Government of Canada, the free use of the land exempt from all taxes""","June 29 is the day in 1922 that France grants 1 km² at Vimy Ridge ""freely, and for all time, to the Government of Canada, the free use of the land exempt from all taxes"".",False
181,1926,Arthur Meighen returns to office as Prime Minister of Canada,June 29 is the day in 1926 that Arthur Meighen returns to office as Prime Minister of Canada.,False
181,1927,first test of Wallace Turnbull's controllable pitch propeller,June 29 is the day in 1927 that first test of Wallace Turnbull's controllable pitch propeller.,False
181,1928,"the Outerbridge Crossing and Goethals Bridge in Staten Island, New York are both opened","June 29 is the day in 1928 that the Outerbridge Crossing and Goethals Bridge in Staten Island, New York are both opened.",False
181,1950,the United States defeats England during the 1950 FIFA World Cup,June 29 is the day in 1950 that the United States defeats England during the 1950 FIFA World Cup.,False
181,1956,"the Federal-Aid Highway Act of 1956 is signed, officially creating the United States Interstate Highway System","June 29 is the day in 1956 that the Federal-Aid Highway Act of 1956 is signed, officially creating the United States Interstate Highway System.",False
181,1972,"the U.S. Supreme Court rules in the case Furman v. Georgia that arbitrary and inconsistent imposition of the death penalty violates the Eighth and Fourteenth Amendments, and constitutes cruel and unusual punishment","June 29 is the day in 1972 that the U.S. Supreme Court rules in the case Furman v. Georgia that arbitrary and inconsistent imposition of the death penalty violates the Eighth and Fourteenth Amendments, and constitutes cruel and unusual punishment.",False
181,1974,Isabel Perón is sworn in as the first female President of Argentina,June 29 is the day in 1974 that Isabel Perón is sworn in as the first female President of Argentina.,False
181,1974,Mikhail Baryshnikov defects from the Soviet Union to Canada while on tour with Bolshoi Ballet,June 29 is the day in 1974 that Mikhail Baryshnikov defects from the Soviet Union to Canada while on tour with Bolshoi Ballet.,False
181,1976,the Seychelles become independent from the United Kingdom,June 29 is the day in 1976 that the Seychelles become independent from the United Kingdom.,False
181,1995,"the Sampoong Department Store collapses in the Seocho-gu district of Seoul, South Korea, killing 501 and injuring 937","June 29 is the day in 1995 that the Sampoong Department Store collapses in the Seocho-gu district of Seoul, South Korea, killing 501 and injuring 937.",False
181,2002,naval clashes between South Korea and North Korea lead to the death of six South Korean sailors and sinking of a North Korean vessel,June 29 is the day in 2002 that naval clashes between South Korea and North Korea lead to the death of six South Korean sailors and sinking of a North Korean vessel.,False
181,2009,"Yemenia Flight 626 crashes into the Indian Ocean, killing 152 people and leaving schoolgirl Bahia Bakari as the sole survivor","June 29 is the day in 2009 that Yemenia Flight 626 crashes into the Indian Ocean, killing 152 people and leaving schoolgirl Bahia Bakari as the sole survivor.",False
186,414,"Emperor Theodosius II, age 13, yields power to his older sister Aelia Pulcheria who reigns as regent and proclaimed herself empress (Augusta) of the Eastern Roman Empire","July 4 is the day in 414 that Emperor Theodosius II, age 13, yields power to his older sister Aelia Pulcheria who reigns as regent and proclaimed herself empress (Augusta) of the Eastern Roman Empire.",False
186,836,"Pactum Sicardi, peace between the Principality of Benevento and the Duchy of Naples","July 4 is the day in 836 that Pactum Sicardi, peace between the Principality of Benevento and the Duchy of Naples.",False
186,993,Saint Ulrich of Augsburg is canonized,July 4 is the day in 993 that Saint Ulrich of Augsburg is canonized.,False
186,1054,"a supernova is seen by Chinese, Arab, and possibly Amerindian observers near the star Zeta Tauri","July 4 is the day in 1054 that a supernova is seen by Chinese, Arab, and possibly Amerindian observers near the star Zeta Tauri.",False
186,1120,Jordan II of Capua is anointed as prince after his infant nephew's death,July 4 is the day in 1120 that Jordan II of Capua is anointed as prince after his infant nephew's death.,False
186,1359,Francesco II Ordelaffi of Forlì surrenders to the Papal commander Gil de Albornoz,July 4 is the day in 1359 that Francesco II Ordelaffi of Forlì surrenders to the Papal commander Gil de Albornoz.,False
186,1456,the Siege of Nándorfehérvár (Belgrade) begins,July 4 is the day in 1456 that the Siege of Nándorfehérvár (Belgrade) begins.,False
186,1569,"the King of Poland and the Grand Duke of Lithuania, Sigismund II Augustus finally sign the document of union between Poland and Lithuania, creating new country known as Polish–Lithuanian Commonwealth","July 4 is the day in 1569 that the King of Poland and the Grand Duke of Lithuania, Sigismund II Augustus finally sign the document of union between Poland and Lithuania, creating new country known as Polish–Lithuanian Commonwealth.",False
186,1610,the Battle of Klushino between forces of the Polish–Lithuanian Commonwealth and Russia during the Polish-Muscovite War,July 4 is the day in 1610 that the Battle of Klushino between forces of the Polish–Lithuanian Commonwealth and Russia during the Polish-Muscovite War.,False
186,1634,"the city of Trois-Rivières is founded in New France (Quebec, Canada)","July 4 is the day in 1634 that the city of Trois-Rivières is founded in New France (Quebec, Canada).",False
186,1636,"City of Providence, Rhode Island forms","July 4 is the day in 1636 that City of Providence, Rhode Island forms.",False
186,1744,"the Treaty of Lancaster, in which the Iroquois ceded lands between the Allegheny Mountains and the Ohio River to the British colonies, is signed in Lancaster, Pennsylvania","July 4 is the day in 1744 that the Treaty of Lancaster, in which the Iroquois ceded lands between the Allegheny Mountains and the Ohio River to the British colonies, is signed in Lancaster, Pennsylvania.",False
186,1774,"orangetown Resolutions adopted in the Province of New York, one of many protests against the British Parliament's Coercive Acts","July 4 is the day in 1774 that orangetown Resolutions adopted in the Province of New York, one of many protests against the British Parliament's Coercive Acts.",False
187,1295,"Scotland and France form an alliance, the so-called ""Auld Alliance"", against England","July 5 is the day in 1295 that Scotland and France form an alliance, the so-called ""Auld Alliance"", against England.",False
187,1316,Battle of Manolada between the Burgundian and Majorcan claimants of the Principality of Achaea,July 5 is the day in 1316 that Battle of Manolada between the Burgundian and Majorcan claimants of the Principality of Achaea.,False
187,1610,John Guy sets sail from Bristol with 39 other colonists for Newfoundland,July 5 is the day in 1610 that John Guy sets sail from Bristol with 39 other colonists for Newfoundland.,False
187,1687,Isaac Newton publishes Philosophiæ Naturalis Principia Mathematica,July 5 is the day in 1687 that Isaac Newton publishes Philosophiæ Naturalis Principia Mathematica.,False
187,1770,the Battle of Chesma between the Russian Empire and the Ottoman Empire begins,July 5 is the day in 1770 that the Battle of Chesma between the Russian Empire and the Ottoman Empire begins.,False
187,1775,the Second Continental Congress adopts the Olive Branch Petition,July 5 is the day in 1775 that the Second Continental Congress adopts the Olive Branch Petition.,False
187,1803,the Convention of Artlenburg leads to the French occupation of Hanover (which had been ruled by the British king),July 5 is the day in 1803 that the Convention of Artlenburg leads to the French occupation of Hanover (which had been ruled by the British king).,False
187,1809,"the Battle of Wagram, the largest of the Napoleonic Wars","July 5 is the day in 1809 that the Battle of Wagram, the largest of the Napoleonic Wars.",False
187,1811,Venezuela declares independence from Spain,July 5 is the day in 1811 that Venezuela declares independence from Spain.,False
187,1830,France invades Algeria,July 5 is the day in 1830 that France invades Algeria.,False
187,1833,admiral Charles Napier defeats the navy of the Portuguese usurper Dom Miguel at the third Battle of Cape St. Vincent,July 5 is the day in 1833 that admiral Charles Napier defeats the navy of the Portuguese usurper Dom Miguel at the third Battle of Cape St. Vincent.,False
187,1865,"the Salvation Army is founded in the East End of London, England","July 5 is the day in 1865 that the Salvation Army is founded in the East End of London, England.",False
187,1878,the coat of arms of the Baku governorate is established,July 5 is the day in 1878 that the coat of arms of the Baku governorate is established.,False
187,1884,Germany takes possession of Cameroon,July 5 is the day in 1884 that Germany takes possession of Cameroon.,False
187,1935,"the National Labor Relations Act, which governs labor relations in the United States, is signed into law by President Franklin D. Roosevelt","July 5 is the day in 1935 that the National Labor Relations Act, which governs labor relations in the United States, is signed into law by President Franklin D. Roosevelt.",False
187,1937,"Spam, the luncheon meat, is introduced into the market by the Hormel Foods Corporation","July 5 is the day in 1937 that Spam, the luncheon meat, is introduced into the market by the Hormel Foods Corporation.",False
187,1947,"Larry Doby signs a contract with the Cleveland Indians baseball team, becoming the first black player in the American League","July 5 is the day in 1947 that Larry Doby signs a contract with the Cleveland Indians baseball team, becoming the first black player in the American League.",False
187,1948,National Health Service Acts created the national public health systems in the United Kingdom,July 5 is the day in 1948 that National Health Service Acts created the national public health systems in the United Kingdom.,False
187,1951,William Shockley invents the junction transistor,July 5 is the day in 1951 that William Shockley invents the junction transistor.,False
187,1954,the BBC broadcasts its first television news bulletin,July 5 is the day in 1954 that the BBC broadcasts its first television news bulletin.,False
187,1954,the Andhra Pradesh High Court is established,July 5 is the day in 1954 that the Andhra Pradesh High Court is established.,False
187,1962,Algeria becomes independent from France,July 5 is the day in 1962 that Algeria becomes independent from France.,False
187,1962,"the Late Late Show, the world's longest-running chat show by the same broadcaster, airs on RTÉ One for the first time","July 5 is the day in 1962 that the Late Late Show, the world's longest-running chat show by the same broadcaster, airs on RTÉ One for the first time.",False
187,1970,Air Canada Flight 621 crashes near Toronto International Airport killing 109 people,July 5 is the day in 1970 that Air Canada Flight 621 crashes near Toronto International Airport killing 109 people.,False
187,1973,"catastrophic BLEVE (Boiling Liquid Expanding Vapor Explosion) in Kingman, Arizona, following a fire that broke out as propane is being transferred from a railroad car to a storage tank, kills 11 firefighters","July 5 is the day in 1973 that catastrophic BLEVE (Boiling Liquid Expanding Vapor Explosion) in Kingman, Arizona, following a fire that broke out as propane is being transferred from a railroad car to a storage tank, kills 11 firefighters.",False
187,1975,Arthur Ashe becomes the first black man to win the Wimbledon singles title,July 5 is the day in 1975 that Arthur Ashe becomes the first black man to win the Wimbledon singles title.,False
187,1975,Cape Verde gains its independence from Portugal,July 5 is the day in 1975 that Cape Verde gains its independence from Portugal.,False
187,1987,First instance of the LTTE using suicide attacks on Sri Lankan Army,July 5 is the day in 1987 that First instance of the LTTE using suicide attacks on Sri Lankan Army.,False
187,1995,"Armenia adopts its constitution, four years after their independence from the Soviet Union","July 5 is the day in 1995 that Armenia adopts its constitution, four years after their independence from the Soviet Union.",False
