number,fact_fragment,fact_statement,was_submitted
181,a square-free number,181 is a square-free number.,False
181,"an undulating number, if written in the ternary, the negaternary, or the nonary numeral systems","181 is an undulating number, if written in the ternary, the negaternary, or the nonary numeral systems.",False
186,an even number,186 is an even number.,False
186,a composite number,186 is a composite number.,False
186,an odious number,186 is an odious number.,False
186,"a sphenic number, so the Möbius function returns -1 (and the Mertens function returns -4)","186 is a sphenic number, so the Möbius function returns -1 (and the Mertens function returns -4).",False
186,a square-free number,186 is a square-free number.,False
186,a 14-gonal number and a 63-gonal number,186 is a 14-gonal number and a 63-gonal number.,False
187,an odd number,187 is an odd number.,False
187,a composite number,187 is a composite number.,False
187,a self number,187 is a self number.,False
187,a square-free number,187 is a square-free number.,False
187,a centered 31-gonal number,187 is a centered 31-gonal number.,False
184,an even number,184 is an even number.,False
184,a composite number,184 is a composite number.,False
184,"a refactorable number, or tau number, divisible by the count of its divisors","184 is a refactorable number, or tau number, divisible by the count of its divisors.",False
184,"a digitally balanced number, as its binary number (10111000) has an equal number of zeros and ones","184 is a digitally balanced number, as its binary number (10111000) has an equal number of zeros and ones.",False
184,the sum of four consecutive prime numbers (41 + 43 + 47 + 53),184 is the sum of four consecutive prime numbers (41 + 43 + 47 + 53).,False
184,a 32-gonal number,184 is a 32-gonal number.,False
185,an odd number,185 is an odd number.,False
185,a composite number,185 is a composite number.,False
185,an odious number,185 is an odious number.,False
185,a square-free number,185 is a square-free number.,False
185,a 20-gonal number,185 is a 20-gonal number.,False
188,an even number,188 is an even number.,False
188,a composite number,188 is a composite number.,False
188,a happy number,188 is a happy number.,False
188,a nontotient,188 is a nontotient.,False
188,an odious number,188 is an odious number.,False
188,an untouchable number,188 is an untouchable number.,False
189,an odd number,189 is an odd number.,False
189,a centered cube number,189 is a centered cube number.,False
189,a composite number,189 is a composite number.,False
189,a heptagonal number,189 is a heptagonal number.,False
189,a lucky number,189 is a lucky number.,False
189,an ulam number,189 is an ulam number.,False
189,a 64-gonal number,189 is a 64-gonal number.,False
189,33 × 7,189 is 33 × 7.,False
168,an even number,168 is an even number.,False
168,a composite number,168 is a composite number.,False
168,"the order of the group PSL(2,7), the second smallest nonabelian simple group","168 is the order of the group PSL(2,7), the second smallest nonabelian simple group.",False
168,the product of first two perfect numbers,168 is the product of first two perfect numbers.,False
169,an odd number,169 is an odd number.,False
169,a square number,169 is a square number.,False
169,a composite number,169 is a composite number.,False
164,an even number,164 is an even number.,False
164,a composite number,164 is a composite number.,False
164,a zero of the Mertens function,164 is a zero of the Mertens function.,False
164,"the sum of two squares, 102 + 82","164 is the sum of two squares, 102 + 82.",False
165,an odd number,165 is an odd number.,False
165,a composite number,165 is a composite number.,False
165,a deficient number,165 is a deficient number.,False
165,a binary palindromic number (10100101),165 is a binary palindromic number (10100101).,False
165,a sphenic number,165 is a sphenic number.,False
165,"a tetrahedral number, and the sum of divisors of the first fourteen integers","165 is a tetrahedral number, and the sum of divisors of the first fourteen integers.",False
166,an even number,166 is an even number.,False
166,a composite number and a Smith number in base 10,166 is a composite number and a Smith number in base 10.,False
167,an odd number,167 is an odd number.,False
167,"a Chen prime, since the next odd number, 169, is a square of a prime","167 is a Chen prime, since the next odd number, 169, is a square of a prime.",False
167,an Eisenstein prime with no imaginary part and a real part of the form 3n − 1,167 is an Eisenstein prime with no imaginary part and a real part of the form 3n − 1.,False
167,a Gaussian prime number,167 is a Gaussian prime number.,False
167,"a highly cototient number, as it is the smallest number k with exactly 15 solutions to the equation x - φ(x) = k","167 is a highly cototient number, as it is the smallest number k with exactly 15 solutions to the equation x - φ(x) = k.",False
167,a safe prime,167 is a safe prime.,False
167,a strictly non-palindromic number; thus its not palindromic in any base from binary to base 165,167 is a strictly non-palindromic number; thus its not palindromic in any base from binary to base 165.,False
167,"the smallest multi-digit prime such that the product of digits is equal to the number of digits times the sum of the digits, i. e., 1×6×7 = 3×(1+6+7)","167 is the smallest multi-digit prime such that the product of digits is equal to the number of digits times the sum of the digits, i. e., 1×6×7 = 3×(1+6+7).",False
167,the largest prime number less than 168,167 is the largest prime number less than 168.,False
160,"the sum of the first 11 primes, as well as the sum of the cubes of the first three primes","160 is the sum of the first 11 primes, as well as the sum of the cubes of the first three primes.",False
161,a hexagonal pyramidal number,161 is a hexagonal pyramidal number.,False
162,"divisible by 2, 3, 6, 9, 18, 27, 54, and 81","162 is divisible by 2, 3, 6, 9, 18, 27, 54, and 81.",False
163,a strong prime in the sense that it is greater than the arithmetic mean of its two neighboring primes,163 is a strong prime in the sense that it is greater than the arithmetic mean of its two neighboring primes.,False
163,a strictly non-palindromic number,163 is a strictly non-palindromic number.,False
163,a Heegner number,163 is a Heegner number.,False
163,"the function f(n) = n2 + n + 41 gives prime values for all values of n between 0 and 39, and for n < 107 approximately half of all values are prime","163 is the function f(n) = n2 + n + 41 gives prime values for all values of n between 0 and 39, and for n < 107 approximately half of all values are prime.",False
151,"the 36th prime number, the previous is 149, with which it comprises a twin prime","151 is the 36th prime number, the previous is 149, with which it comprises a twin prime.",False
150,the sum of eight consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31),150 is the sum of eight consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31).,False
150,a Harshad number and an abundant number,150 is a Harshad number and an abundant number.,False
152,the sum of four consecutive primes (31 + 37 + 41 + 43),152 is the sum of four consecutive primes (31 + 37 + 41 + 43).,False
152,"a refactorable number since it is divisible by the total number of divisors it has, and in base 10 it is divisible by the sum of its digits, making it a Harshad number","152 is a refactorable number since it is divisible by the total number of divisors it has, and in base 10 it is divisible by the sum of its digits, making it a Harshad number.",False
154,a nonagonal number,154 is a nonagonal number.,False
154,the sum of the first six factorials,154 is the sum of the first six factorials.,False
157,a prime number,157 is a prime number.,False
157,a repdigit in base 12 (111),157 is a repdigit in base 12 (111).,False
156,"a pronic number, a dodecagonal number, a refactorable number and a Harshad number","156 is a pronic number, a dodecagonal number, a refactorable number and a Harshad number.",False
156,a repdigit in base 5 (1111),156 is a repdigit in base 5 (1111).,False
159,"the previous prime number is 157, and the next is 163","159 is the previous prime number is 157, and the next is 163.",False
158,"a Perrin number, appearing after 68, 90, 119","158 is a Perrin number, appearing after 68, 90, 119.",False
158,"the number of digits in the decimal expansion of 100!, or the product of all the natural numbers up to and including 100","158 is the number of digits in the decimal expansion of 100!, or the product of all the natural numbers up to and including 100.",False
146,an octahedral number as well as a composite number,146 is an octahedral number as well as a composite number.,False
146,a repdigit in base 8 (222),146 is a repdigit in base 8 (222).,False
144,"the twelfth Fibonacci number, and the largest one to also be a square, as the square of 12 (which is also its index in the Fibonacci sequence), following 89 and preceding 233","144 is the twelfth Fibonacci number, and the largest one to also be a square, as the square of 12 (which is also its index in the Fibonacci sequence), following 89 and preceding 233.",False
144,the smallest number with exactly 15 divisors,144 is the smallest number with exactly 15 divisors.,False
144,"a number that is divisible by the value of its φ function, which returns 48 in this case","144 is a number that is divisible by the value of its φ function, which returns 48 in this case.",False
144,"in base 10 a sum-product number, as well as a Harshad number","144 is in base 10 a sum-product number, as well as a Harshad number.",False
145,a pentagonal number and a centered square number,145 is a pentagonal number and a centered square number.,False
143,"the sum of three consecutive primes (43 + 47 + 53), as well as the sum of seven consecutive primes (11 + 13 + 17 + 19 + 23 + 29 + 31)","143 is the sum of three consecutive primes (43 + 47 + 53), as well as the sum of seven consecutive primes (11 + 13 + 17 + 19 + 23 + 29 + 31).",False
140,an abundant number and a harmonic divisor number,140 is an abundant number and a harmonic divisor number.,False
141,a centered pentagonal number,141 is a centered pentagonal number.,False
141,the second n to give a prime Cullen number (of the form n2n + 1),141 is the second n to give a prime Cullen number (of the form n2n + 1).,False
141,"an undulating number in base 10, with the previous being 131, and the next being 151","141 is an undulating number in base 10, with the previous being 131, and the next being 151.",False
141,the sixth hendecagonal (11-gonal) number,141 is the sixth hendecagonal (11-gonal) number.,False
148,the second number to be both a heptagonal number and a centered heptagonal number (the first is 1),148 is the second number to be both a heptagonal number and a centered heptagonal number (the first is 1).,False
148,the twelfth member of the Mian–Chowla sequence,148 is the twelfth member of the Mian–Chowla sequence.,False
149,"a strictly non-palindromic number, meaning that it is not palindromic in any base from binary to base 147","149 is a strictly non-palindromic number, meaning that it is not palindromic in any base from binary to base 147.",False
214,a composite number and a 37-gonal number,214 is a composite number and a 37-gonal number.,False
215,a composite number and a semiprime,215 is a composite number and a semiprime.,False
229,"a regular prime, a long prime, a twin prime (with 227), a cousin prime, and a sexy prime","229 is a regular prime, a long prime, a twin prime (with 227), a cousin prime, and a sexy prime.",False
210,"a composite number, an abundant number, and the product of the first four prime numbers (2, 3, 5, and 7), and thus a primorial","210 is a composite number, an abundant number, and the product of the first four prime numbers (2, 3, 5, and 7), and thus a primorial.",False
210,"a triangular number (following 190 and preceding 231), a pentagonal number (following 176 and preceding 247), and the second smallest to be both triangular and pentagonal (the third is 40755)","210 is a triangular number (following 190 and preceding 231), a pentagonal number (following 176 and preceding 247), and the second smallest to be both triangular and pentagonal (the third is 40755).",False
210,"also a pentatope number, a pronic number, a Harshad number, and an untouchable number","210 is also a pentatope number, a pronic number, a Harshad number, and an untouchable number.",False
211,an odd number,211 is an odd number.,False
211,"a primorial prime, sum of three consecutive primes (67 + 71 + 73), Chen prime, centered decagonal prime, and self prime","211 is a primorial prime, sum of three consecutive primes (67 + 71 + 73), Chen prime, centered decagonal prime, and self prime.",False
211,a repdigit in base 14 (111),211 is a repdigit in base 14 (111).,False
228,"a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284","228 is a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284.",False
228,the sum of four consecutive primes (47 + 53 + 59 + 61),228 is the sum of four consecutive primes (47 + 53 + 59 + 61).,False
228,"a tetrahedral number, the sum of the first ten triangular numbers","228 is a tetrahedral number, the sum of the first ten triangular numbers.",False
219,the smallest number that can be represented as a sum of four positive cubes in two different ways,219 is the smallest number that can be represented as a sum of four positive cubes in two different ways.,False
270,a harmonic divisor number,270 is a harmonic divisor number.,False
270,the fourth number that is divisible by its average integer divisor (sequence A007340 in OEIS),270 is the fourth number that is divisible by its average integer divisor (sequence A007340 in OEIS).,False
270,"a practical number, by the second definition","270 is a practical number, by the second definition.",False
270,"a sparsely totient number, the largest integer with 72 as its totient","270 is a sparsely totient number, the largest integer with 72 as its totient.",False
270,a Harshad number in base 10,270 is a Harshad number in base 10.,False
270,"the smallest positive integer that has divisors ending by digits 1, 2, …, 9","270 is the smallest positive integer that has divisors ending by digits 1, 2, …, 9.",False
271,the sum of the coprime counts for the first 29 integers is 270,271 is the sum of the coprime counts for the first 29 integers is 270.,False
272,the sum of the coprime counts for the first 29 integers is 270,272 is the sum of the coprime counts for the first 29 integers is 270.,False
275,the sum of the coprime counts for the first 29 integers is 270,275 is the sum of the coprime counts for the first 29 integers is 270.,False
276,"a triangular number, hexagonal number, centered pentagonal number and untouchable number","276 is a triangular number, hexagonal number, centered pentagonal number and untouchable number.",False
276,the lowest number whose aliquot sequence has not yet been fully determined,276 is the lowest number whose aliquot sequence has not yet been fully determined.,False
276,the sum of twelve consecutive prime numbers (5 + 7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43),276 is the sum of twelve consecutive prime numbers (5 + 7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43).,False
277,"the fifty-ninth prime number, following 271 and preceding 281","277 is the fifty-ninth prime number, following 271 and preceding 281.",False
277,"the smaller of the two prime factors of the number 9000007 (read nine million and seven), which is significant as the first composite number in the sequence 97, 907, 9007, 90007, 900007, 9000007, 90000007 and so on (the next prime after 900007 has fourteen zeroes)","277 is the smaller of the two prime factors of the number 9000007 (read nine million and seven), which is significant as the first composite number in the sequence 97, 907, 9007, 90007, 900007, 9000007, 90000007 and so on (the next prime after 900007 has fourteen zeroes).",False
234,"a composite number, with its divisors being 2, 3, 6, 9, 13, 18, 26, 39, 78, and 117","234 is a composite number, with its divisors being 2, 3, 6, 9, 13, 18, 26, 39, 78, and 117.",False
235,the second number of the tenth row of a skewed Fibonacci-Pascal triangle (sequence A037027 in OEIS),235 is the second number of the tenth row of a skewed Fibonacci-Pascal triangle (sequence A037027 in OEIS).,False
235,"the concatenation of the base 10 representations of the first three primes, and thus it is a Smarandache–Wellin number","235 is the concatenation of the base 10 representations of the first three primes, and thus it is a Smarandache–Wellin number.",False
236,"a composite number, with its divisors being 2, 5, 10, 23, 46, and 115","236 is a composite number, with its divisors being 2, 5, 10, 23, 46, and 115.",False
251,"a regular prime, an Eisenstein prime, a Chen prime, a Gaussian prime, a Sophie Germain prime, and a sexy prime","251 is a regular prime, an Eisenstein prime, a Chen prime, a Gaussian prime, a Sophie Germain prime, and a sexy prime.",False
251,also sum of three consecutive primes (79 + 83 + 89) and sum of seven consecutive primes (23 + 29 + 31 + 37 + 41 + 43 + 47),251 is also sum of three consecutive primes (79 + 83 + 89) and sum of seven consecutive primes (23 + 29 + 31 + 37 + 41 + 43 + 47).,False
230,"a composite number, with its divisors being 2, 5, 10, 23, 46, and 115","230 is a composite number, with its divisors being 2, 5, 10, 23, 46, and 115.",False
231,"a composite number, with its divisors being 2, 5, 10, 23, 46, and 115","231 is a composite number, with its divisors being 2, 5, 10, 23, 46, and 115.",False
232,"a composite number, with its divisors being 2, 5, 10, 23, 46, and 115","232 is a composite number, with its divisors being 2, 5, 10, 23, 46, and 115.",False
233,"an irregular prime, a full reptend prime, a cousin prime, a Chen prime, a Fibonacci prime and a sexy prime","233 is an irregular prime, a full reptend prime, a cousin prime, a Chen prime, a Fibonacci prime and a sexy prime.",False
233,"the 13th Fibonacci number, being the sum of 89 and 144","233 is the 13th Fibonacci number, being the sum of 89 and 144.",False
237,"a composite number, with its divisors being 2, 5, 10, 23, 46, and 115","237 is a composite number, with its divisors being 2, 5, 10, 23, 46, and 115.",False
256,a perfect square (162),256 is a perfect square (162).,False
256,the largest 3-digit number that is zenzizenzizenzic (see the 8th powers),256 is the largest 3-digit number that is zenzizenzizenzic (see the 8th powers).,False
256,the number of number of characters in extended ASCII and Latin-1,256 is the number of number of characters in extended ASCII and Latin-1.,False
256,the number of columns available in a Microsoft Excel worksheet until Excel 2007,256 is the number of columns available in a Microsoft Excel worksheet until Excel 2007.,False
256,"the split-screen level in Pacman, which results from the use of a single byte to store the internal level counter","256 is the split-screen level in Pacman, which results from the use of a single byte to store the internal level counter.",False
256,the number of characters in the new Braille 8-dot system,256 is the number of characters in the new Braille 8-dot system.,False
256,an area code in Alabama,256 is an area code in Alabama.,False
256,the number of NFL regular season football games,256 is the number of NFL regular season football games.,False
256,the frequency of Middle C in hertz under scientific pitch,256 is the frequency of Middle C in hertz under scientific pitch.,False
256,"the number of captured Viet Cong in the song ""Three-Five-Zero-Zero"" of the musical Hair","256 is the number of captured Viet Cong in the song ""Three-Five-Zero-Zero"" of the musical Hair.",False
256,the number of soldiers in the most basic unit (the syntagma) of the Macedonian army,256 is the number of soldiers in the most basic unit (the syntagma) of the Macedonian army.,False
256,the number used by short track speed skating Olympian Apolo Ohno,256 is the number used by short track speed skating Olympian Apolo Ohno.,False
256,the number of players online in Domination mode in the game MAG,256 is the number of players online in Domination mode in the game MAG.,False
257,a prime number of the form and therefore a Fermat prime,257 is a prime number of the form and therefore a Fermat prime.,False
257,"also an irregular prime, and a long prime (in base 10) and a balanced prime","257 is also an irregular prime, and a long prime (in base 10) and a balanced prime.",False
255,"a repdigit in base 2 (11111111) in base 4 (3333), and in base 16 (FF)","255 is a repdigit in base 2 (11111111) in base 4 (3333), and in base 16 (FF).",False
201,a Harshad number in base 10,201 is a Harshad number in base 10.,False
203,"the 6th Bell number, i.e","203 is the 6th Bell number, i.e.",False
202,"a Smith number in base 10, because its factorization is 2 × 101, and 2 + 0 + 2 = 2 + 1 + 0 + 1 = 4","202 is a Smith number in base 10, because its factorization is 2 × 101, and 2 + 0 + 2 = 2 + 1 + 0 + 1 = 4.",False
204,"a member of the Mian–Chowla sequence, being the smallest number after 182 such that the pairwise sums of the previous terms are all distinct","204 is a member of the Mian–Chowla sequence, being the smallest number after 182 such that the pairwise sums of the previous terms are all distinct.",False
204,a Harshad number in base 10,204 is a Harshad number in base 10.,False
207,a Wedderburn-Etherington number,207 is a Wedderburn-Etherington number.,False
207,a Harshad number,207 is a Harshad number.,False
209,a highly cototient number,209 is a highly cototient number.,False
209,a Harshad number,209 is a Harshad number.,False
209,a self number,209 is a self number.,False
208,a tetranacci number,208 is a tetranacci number.,False
208,the sum of the squares of the first five primes,208 is the sum of the squares of the first five primes.,False
225,"a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284","225 is a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284.",False
225,the sum of four consecutive primes (47 + 53 + 59 + 61),225 is the sum of four consecutive primes (47 + 53 + 59 + 61).,False
225,"a tetrahedral number, the sum of the first ten triangular numbers","225 is a tetrahedral number, the sum of the first ten triangular numbers.",False
263,"an irregular prime, an Eisenstein prime, a long prime, a Chen prime, a Gaussian prime, a happy prime, a sexy prime, a safe prime, and a Higgs prime","263 is an irregular prime, an Eisenstein prime, a long prime, a Chen prime, a Gaussian prime, a happy prime, a sexy prime, a safe prime, and a Higgs prime.",False
241,a regular prime and a lucky prime,241 is a regular prime and a lucky prime.,False
241,a repdigit in base 15 (111),241 is a repdigit in base 15 (111).,False
240,a semiperfect number,240 is a semiperfect number.,False
243,the largest 3-digit number that is a fifth power (35),243 is the largest 3-digit number that is a fifth power (35).,False
243,a perfect totient number,243 is a perfect totient number.,False
243,the sum of five consecutive prime numbers (41 + 43 + 47 + 53 + 59),243 is the sum of five consecutive prime numbers (41 + 43 + 47 + 53 + 59).,False
243,an 82-gonal number,243 is an 82-gonal number.,False
243,a Harshad number,243 is a Harshad number.,False
242,the smallest integer to start a run of four consecutive integers with the same number of divisors,242 is the smallest integer to start a run of four consecutive integers with the same number of divisors.,False
242,a palindrome,242 is a palindrome.,False
227,also a regular prime,227 is also a regular prime.,False
226,"a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284","226 is a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284.",False
226,the sum of four consecutive primes (47 + 53 + 59 + 61),226 is the sum of four consecutive primes (47 + 53 + 59 + 61).,False
226,"a tetrahedral number, the sum of the first ten triangular numbers","226 is a tetrahedral number, the sum of the first ten triangular numbers.",False
269,"a regular prime, an Eisenstein prime with no imaginary part, a long prime, a Chen prime, a Pillai prime, a Pythagorean prime, a twin prime, a sexy prime, a Higgs prime, a strong prime, and a highly cototient number","269 is a regular prime, an Eisenstein prime with no imaginary part, a long prime, a Chen prime, a Pillai prime, a Pythagorean prime, a twin prime, a sexy prime, a Higgs prime, a strong prime, and a highly cototient number.",False
224,"a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284","224 is a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284.",False
224,the sum of four consecutive primes (47 + 53 + 59 + 61),224 is the sum of four consecutive primes (47 + 53 + 59 + 61).,False
224,"a tetrahedral number, the sum of the first ten triangular numbers","224 is a tetrahedral number, the sum of the first ten triangular numbers.",False
223,"a long prime, a strong prime, a lucky prime and a sexy prime (with 229)","223 is a long prime, a strong prime, a lucky prime and a sexy prime (with 229).",False
223,the fourth Carol number and the third to be prime,223 is the fourth Carol number and the third to be prime.,False
223,"the sum of three consecutive primes (71 + 73 + 79), the sum of seven consecutive primes (19 + 23 + 29 + 31 + 37 + 41 + 43), and the smallest number requiring 37 fifth powers for Waring representation (see Waring's problem), strictly non-palindromic number","223 is the sum of three consecutive primes (71 + 73 + 79), the sum of seven consecutive primes (19 + 23 + 29 + 31 + 37 + 41 + 43), and the smallest number requiring 37 fifth powers for Waring representation (see Waring's problem), strictly non-palindromic number.",False
221,a semiprime,221 is a semiprime.,False
221,the sum of five consecutive prime numbers (37 + 41 + 43 + 47 + 53),221 is the sum of five consecutive prime numbers (37 + 41 + 43 + 47 + 53).,False
221,the sum of nine consecutive prime numbers (11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41),221 is the sum of nine consecutive prime numbers (11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41).,False
220,"a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284","220 is a composite number, with its divisors being 1, 2, 4, 5, 10, 11, 20, 22, 44, 55 and 110, making it an amicable number with 284.",False
220,the sum of four consecutive primes (47 + 53 + 59 + 61),220 is the sum of four consecutive primes (47 + 53 + 59 + 61).,False
220,"a tetrahedral number, the sum of the first ten triangular numbers","220 is a tetrahedral number, the sum of the first ten triangular numbers.",False
239,a prime number,239 is a prime number.,False
239,"the largest integer n whose factorial can be written as the product of distinct factors between n + 1 and 2n, both included","239 is the largest integer n whose factorial can be written as the product of distinct factors between n + 1 and 2n, both included.",False
