number,fact_fragment,fact_statement,was_submitted
14,"in traditional British units of weight, the number of pounds in a stone","14 is in traditional British units of weight, the number of pounds in a stone.",False
14,a number 'encoded' in much of the music of Johann Sebastian Bach,14 is a number 'encoded' in much of the music of Johann Sebastian Bach.,False
14,the section that you go to when you die in the Grailquest books,14 is the section that you go to when you die in the Grailquest books.,False
14,"the number of legs on a woodlouse, as well as on Hallucigenia","14 is the number of legs on a woodlouse, as well as on Hallucigenia.",False
14,a common designation for the thirteenth floor in many buildings for superstitious reasons,14 is a common designation for the thirteenth floor in many buildings for superstitious reasons.,False
14,the number of points in a proposed republican constitution of the United Kingdom,14 is the number of points in a proposed republican constitution of the United Kingdom.,False
14,the number of lines in a sonnet,14 is the number of lines in a sonnet.,False
14,the number of the French department Calvados,14 is the number of the French department Calvados.,False
14,a Storage server manufactured by IBM,14 is a Storage server manufactured by IBM.,False
17,a song by American singer Sky Ferreira,17 is a song by American singer Sky Ferreira.,False
17,"in Halloween H20, Laurie Strode also known as Keri Tate, reveals her true identity to her boyfriend, Will","17 is in Halloween H20, Laurie Strode also known as Keri Tate, reveals her true identity to her boyfriend, Will.",False
17,in The Illuminatus!,17 is in The Illuminatus!.,False
17,the number of the raka'ahs that Muslims perform during Salah on a daily basis,17 is the number of the raka'ahs that Muslims perform during Salah on a daily basis.,False
17,the number of surat al-Isra in the Qur'an,17 is the number of surat al-Isra in the Qur'an.,False
17,"the most famous Ford number in the V8 Supercar championship, Driven by Dick Johnson to bring 5 Australian Touring Car Championships to his name","17 is the most famous Ford number in the V8 Supercar championship, Driven by Dick Johnson to bring 5 Australian Touring Car Championships to his name.",False
17,NASCAR driver Matt Kenseth's car number,17 is NASCAR driver Matt Kenseth's car number.,False
17,the retired jersey number of former baseball pitcher Dizzy Dean,17 is the retired jersey number of former baseball pitcher Dizzy Dean.,False
17,"the number that footballer Marc-Vivien Foé wore for the French clubs Lens and Lyon, retired by both clubs after his death from heart failure during a semifinal match in the 2003 FIFA Confederations Cup","17 is the number that footballer Marc-Vivien Foé wore for the French clubs Lens and Lyon, retired by both clubs after his death from heart failure during a semifinal match in the 2003 FIFA Confederations Cup.",False
17,"in the United Kingdom, the minimum driving age for a car or van","17 is in the United Kingdom, the minimum driving age for a car or van.",False
17,"in the United States, it is the age at which one may purchase, rent, or reserve M-rated video games without parental consent","17 is in the United States, it is the age at which one may purchase, rent, or reserve M-rated video games without parental consent.",False
17,"in most states of the United States, Canada and in the United Kingdom, the age at which you may donate blood (without parental consent)","17 is in most states of the United States, Canada and in the United Kingdom, the age at which you may donate blood (without parental consent).",False
17,"in many countries and regions, the age at which one may obtain a driver's license","17 is in many countries and regions, the age at which one may obtain a driver's license.",False
17,"in the United States, the age at which one may watch, rent, or purchase R-rated movies without parental consent","17 is in the United States, the age at which one may watch, rent, or purchase R-rated movies without parental consent.",False
17,"in the United States, the age at which one can enlist in the armed forces with parental permission","17 is in the United States, the age at which one can enlist in the armed forces with parental permission.",False
17,at this age one can apply for a Private Pilot Licence (however the applicant can start training at 16),17 is at this age one can apply for a Private Pilot Licence (however the applicant can start training at 16).,False
17,"described at MIT as 'the least random number', according to hackers' lore","17 is described at MIT as 'the least random number', according to hackers' lore.",False
17,the number of flames emanating from the grenade cap-badge of the Grenadier Guards,17 is the number of flames emanating from the grenade cap-badge of the Grenadier Guards.,False
17,the maximum number of strokes of a Chinese radical,17 is the maximum number of strokes of a Chinese radical.,False
17,the number of syllables in a haiku (5+7+5),17 is the number of syllables in a haiku (5+7+5).,False
17,the number of special significance to Yellow Pig's Day and Hampshire College Summer Studies in Mathematics,17 is the number of special significance to Yellow Pig's Day and Hampshire College Summer Studies in Mathematics.,False
17,the number to call Police in France,17 is the number to call Police in France.,False
17,the number of the French department Charente-Maritime,17 is the number of the French department Charente-Maritime.,False
17,a slang term in the medical field for a psychiatric patient,17 is a slang term in the medical field for a psychiatric patient.,False
17,the atomic number of chlorine,17 is the atomic number of chlorine.,False
17,the Brodmann area defining the primary visual processing area of mammalian brains,17 is the Brodmann area defining the primary visual processing area of mammalian brains.,False
16,"in some states in the U.S, and some provinces in Canada, it is the age one can obtain a learner's permit","16 is in some states in the U.S, and some provinces in Canada, it is the age one can obtain a learner's permit.",False
16,"in the Netherlands, Belgium, Switzerland and Italy, it is the legal minimum age for a person to purchase any tobacco product","16 is in the Netherlands, Belgium, Switzerland and Italy, it is the legal minimum age for a person to purchase any tobacco product.",False
16,minimum age at which one can donate blood with parental consent in many states,16 is minimum age at which one can donate blood with parental consent in many states.,False
16,minimum age at which one can obtain a 10 year passport in the United States and Australia,16 is minimum age at which one can obtain a 10 year passport in the United States and Australia.,False
16,minimum age at which one can join the Armed Forces in the United Kingdom,16 is minimum age at which one can join the Armed Forces in the United Kingdom.,False
16,Minimum age when you can move out with your parent's consent,16 is Minimum age when you can move out with your parent's consent.,False
16,"voting age in the Isle of Man, Austria and Nicaragua, and during the nineteenth century, in the Transvaal Republic","16 is voting age in the Isle of Man, Austria and Nicaragua, and during the nineteenth century, in the Transvaal Republic.",False
16,"the number of teams that qualified for the finals of the FIFA World Cup from 1934 through 1978 (although for various reasons, only 15 competed in the 1938 and 1950 finals)","16 is the number of teams that qualified for the finals of the FIFA World Cup from 1934 through 1978 (although for various reasons, only 15 competed in the 1938 and 1950 finals).",False
16,the number of teams that qualified for the finals of the FIFA Women's World Cup from 1999 through 2011,16 is the number of teams that qualified for the finals of the FIFA Women's World Cup from 1999 through 2011.,False
16,"the number of a car in the NASCAR Sprint Cup Series.run by Roush Fenway Racing and its predecessor, Roush Racing, from 1992–2000 and 2002–present","16 is the number of a car in the NASCAR Sprint Cup Series.run by Roush Fenway Racing and its predecessor, Roush Racing, from 1992–2000 and 2002–present.",False
16,"in U.S. college athletics, the number has also been retired by the football program of the University of Tennessee for Peyton Manning","16 is in U.S. college athletics, the number has also been retired by the football program of the University of Tennessee for Peyton Manning.",False
16,the current Roman Catholic Pope is Pope Benedict XVI,16 is the current Roman Catholic Pope is Pope Benedict XVI.,False
16,King of France (August 1754 – 21 January 1793) Louis XVI of France,16 is King of France (August 1754 – 21 January 1793) Louis XVI of France.,False
16,"the amount of waking hours in a day in an ""8 hours of sleep"" schedule","16 is the amount of waking hours in a day in an ""8 hours of sleep"" schedule.",False
16,the atomic number of sulfur,16 is the atomic number of sulfur.,False
19,the atomic number of potassium,19 is the atomic number of potassium.,False
19,a number retired by several teams in North American sports,19 is a number retired by several teams in North American sports.,False
19,the number of the French department Corrèze,19 is the number of the French department Corrèze.,False
19,the final year a person is a teenager,19 is the final year a person is a teenager.,False
19,"this is the minimum age that is legal to buy tobacco products in Alabama, Alaska, New Jersey, Utah, and Nassau, Suffolk, and Onondaga counties in New York","19 is this is the minimum age that is legal to buy tobacco products in Alabama, Alaska, New Jersey, Utah, and Nassau, Suffolk, and Onondaga counties in New York.",False
19,"this is the minimum age at which one can drink and buy alcohol in Canada except for the provinces of Alberta, Manitoba, and Quebec where the drinking and purchase age of alcohol is 18","19 is this is the minimum age at which one can drink and buy alcohol in Canada except for the provinces of Alberta, Manitoba, and Quebec where the drinking and purchase age of alcohol is 18.",False
19,this is the minimum age to marry in the state of Nebraska,19 is this is the minimum age to marry in the state of Nebraska.,False
18,a 2005 movie directed by Richard Bell and starring Brendan Fletcher and Alan Cumming,18 is a 2005 movie directed by Richard Bell and starring Brendan Fletcher and Alan Cumming.,False
18,the number of a car in the NASCAR Sprint Cup Series currently owned by Joe Gibbs Racing,18 is the number of a car in the NASCAR Sprint Cup Series currently owned by Joe Gibbs Racing.,False
18,a 2002 album by electronic artist Moby,18 is a 2002 album by electronic artist Moby.,False
18,the number of holes in a stipulated round of golf,18 is the number of holes in a stipulated round of golf.,False
18,the number of chapters into which James Joyce's epic novel Ulysses is divided,18 is the number of chapters into which James Joyce's epic novel Ulysses is divided.,False
18,Russ Wheeler's car number in the film Days of Thunder,18 is Russ Wheeler's car number in the film Days of Thunder.,False
18,a slang term used in association football for the Penalty Area,18 is a slang term used in association football for the Penalty Area.,False
18,the number of the French department Cher and the Turkish province Bitlis,18 is the number of the French department Cher and the Turkish province Bitlis.,False
18,"in neo-Nazi circles, a code word for Adolf Hitler","18 is in neo-Nazi circles, a code word for Adolf Hitler.",False
18,numeral system,18 is numeral system.,False
18,the atomic number of argon,18 is the atomic number of argon.,False
18,the number of years in the Saros cycle of eclipses of the sun and moon,18 is the number of years in the Saros cycle of eclipses of the sun and moon.,False
48,the code for international direct dial phone calls to Poland,48 is the code for international direct dial phone calls to Poland.,False
48,the number of the French department Lozère,48 is the number of the French department Lozère.,False
48,a model of Harley-Davidson in the Sportster line,48 is a model of Harley-Davidson in the Sportster line.,False
48,the Saros number of the solar eclipse series which began on -1331 February 8 and ended on -15 April 9,48 is the Saros number of the solar eclipse series which began on -1331 February 8 and ended on -15 April 9.,False
48,the Saros number of the lunar eclipse series which began on -1246 July 11 and ended on 124 October,48 is the Saros number of the lunar eclipse series which began on -1246 July 11 and ended on 124 October.,False
48,the atomic number of cadmium,48 is the atomic number of cadmium.,False
48,the number of Ptolemaic constellations,48 is the number of Ptolemaic constellations.,False
49,"on the Hebrew calendar, the number of days of the Counting of the Omer","49 is on the Hebrew calendar, the number of days of the Counting of the Omer.",False
49,the number of days and night Siddhartha Gautama spent meditating as a holy man,49 is the number of days and night Siddhartha Gautama spent meditating as a holy man.,False
49,surely We have created everything with fate,49 is surely We have created everything with fate.,False
49,the atomic number of indium,49 is the atomic number of indium.,False
49,the code for international direct dial phone calls to Germany,49 is the code for international direct dial phone calls to Germany.,False
49,japanese GS1 country code,49 is japanese GS1 country code.,False
49,the number of the French department Maine-et-Loire,49 is the number of the French department Maine-et-Loire.,False
49,the Saros number of the solar eclipse series which began on -1248 February 22 and ended on 32 March,49 is the Saros number of the solar eclipse series which began on -1248 February 22 and ended on 32 March.,False
49,the Saros number of the lunar eclipse series which began on -1217 June 21 and ended on 81 August,49 is the Saros number of the lunar eclipse series which began on -1217 June 21 and ended on 81 August.,False
46,"the total of books in the Old Testament, Catholic version, if the Book of Lamentations is counted as a book separate from the Book of Jeremiah","46 is the total of books in the Old Testament, Catholic version, if the Book of Lamentations is counted as a book separate from the Book of Jeremiah.",False
46,"the number corresponding to the word ""ADAM"" where A=1, D=4, M=40 (on the analogy of the numeric values of letters in ancient alphabets, such as Hebrew and Greek)","46 is the number corresponding to the word ""ADAM"" where A=1, D=4, M=40 (on the analogy of the numeric values of letters in ancient alphabets, such as Hebrew and Greek).",False
46,the code for international direct dial phone calls to Sweden,46 is the code for international direct dial phone calls to Sweden.,False
46,the number of the French department Lot,46 is the number of the French department Lot.,False
46,the atomic number of palladium,46 is the atomic number of palladium.,False
46,the number of human chromosomes,46 is the number of human chromosomes.,False
46,the (decimal) value of the ASCII code for the period (full stop),46 is the (decimal) value of the ASCII code for the period (full stop).,False
46,"the Saros number of the solar eclipse series which began on April 1, 1371 BC and ended on May 8, 91 BC","46 is the Saros number of the solar eclipse series which began on April 1, 1371 BC and ended on May 8, 91 BC.",False
46,"the Saros number of the lunar eclipse series which began on July 19, 1358 BC and ended on October 8, 12","46 is the Saros number of the lunar eclipse series which began on July 19, 1358 BC and ended on October 8, 12.",False
47,telephone dialing country code for Norway,47 is telephone dialing country code for Norway.,False
47,Pomona College's Star Trek Connection,47 is Pomona College's Star Trek Connection.,False
47,the Saros number of the solar eclipse series which began in April 1306 BC and ended in May 26 BC,47 is the Saros number of the solar eclipse series which began in April 1306 BC and ended in May 26 BC.,False
47,the Saros number of the lunar eclipse series which began in July 1275 BC and ended in February AD 258,47 is the Saros number of the lunar eclipse series which began in July 1275 BC and ended in February AD 258.,False
47,"in the DS9 episode ""Whispers,"" the planet Parada 4 has seven moons","47 is in the DS9 episode ""Whispers,"" the planet Parada 4 has seven moons.",False
47,"in the Voyager episode ""Non Sequitur,"" Harry Kim lives in apartment 4-G, G being the seventh letter of the alphabet","47 is in the Voyager episode ""Non Sequitur,"" Harry Kim lives in apartment 4-G, G being the seventh letter of the alphabet.",False
44,"the retired numbers for former baseball players Hank Aaron, Willie McCovey and Reggie Jackson; the number is sometimes considered to be a ""hitter's number""","44 is the retired numbers for former baseball players Hank Aaron, Willie McCovey and Reggie Jackson; the number is sometimes considered to be a ""hitter's number"".",False
44,"a number of football legends at Syracuse University, worn most notably by Jim Brown, Ernie Davis, Floyd Little, and Rob Konrad","44 is a number of football legends at Syracuse University, worn most notably by Jim Brown, Ernie Davis, Floyd Little, and Rob Konrad.",False
44,the code for international direct dial phone calls to the United Kingdom,44 is the code for international direct dial phone calls to the United Kingdom.,False
44,the name of a mysterious savior of Poland prophesied by the Polish national poet Adam Mickiewicz in his masterpiece drama Dziady (Forefathers),44 is the name of a mysterious savior of Poland prophesied by the Polish national poet Adam Mickiewicz in his masterpiece drama Dziady (Forefathers).,False
44,"a poker game in which each player is dealt four cards down, and four cards are dealt face down on the table in a row","44 is a poker game in which each player is dealt four cards down, and four cards are dealt face down on the table in a row.",False
44,the number of the French department Loire-Atlantique,44 is the number of the French department Loire-Atlantique.,False
44,the largest number for which Wolfram Alpha offers a visual representation,44 is the largest number for which Wolfram Alpha offers a visual representation.,False
44,the number of candles in a box of Hanukkah candles,44 is the number of candles in a box of Hanukkah candles.,False
44,the atomic number of ruthenium,44 is the atomic number of ruthenium.,False
44,"the Saros number of the lunar eclipse series which began on October 1, 1363 BC and ended on March 27, 153 ","44 is the Saros number of the lunar eclipse series which began on October 1, 1363 BC and ended on March 27, 153 .",False
45,"repeated continuously in the 1997 song ""Brimful of Asha"" by Cornershop","45 is repeated continuously in the 1997 song ""Brimful of Asha"" by Cornershop.",False
45,the atomic number of rhodium,45 is the atomic number of rhodium.,False
45,the Saros number of the solar eclipse series which began on −1436 March 30 and ended on −156 May 7,45 is the Saros number of the solar eclipse series which began on −1436 March 30 and ended on −156 May 7.,False
45,the Saros number of the lunar eclipse series which began on −1369 August 19 and ended on 182 March,45 is the Saros number of the lunar eclipse series which began on −1369 August 19 and ended on 182 March.,False
45,the number of the French department Loiret,45 is the number of the French department Loiret.,False
45,"in years of marriage, the sapphire wedding anniversary","45 is in years of marriage, the sapphire wedding anniversary.",False
45,Forty Five (Doctor Who audio) a Big Finish 2008 audio play made for the forty fifth anniversary of the British science fiction television show Doctor Who,45 is Forty Five (Doctor Who audio) a Big Finish 2008 audio play made for the forty fifth anniversary of the British science fiction television show Doctor Who.,False
42,the atomic number of molybdenum,42 is the atomic number of molybdenum.,False
42,the angle in degrees for which a rainbow appears or the critical angle,42 is the angle in degrees for which a rainbow appears or the critical angle.,False
42,"in 1966, mathematician Paul Cooper theorized that the fastest, most efficient way to travel across continents would be to bore a straight hollow tube directly through the Earth, connecting a set of antipodes, evacuate it (remove the air), and then just fall through","42 is in 1966, mathematician Paul Cooper theorized that the fastest, most efficient way to travel across continents would be to bore a straight hollow tube directly through the Earth, connecting a set of antipodes, evacuate it (remove the air), and then just fall through.",False
42,"the White Queen announces her age as ""one hundred and one, five months and a day"", which - if the best possible date is assumed for the action of Through the Looking-Glass - gives a total of 37,044 days","42 is the White Queen announces her age as ""one hundred and one, five months and a day"", which - if the best possible date is assumed for the action of Through the Looking-Glass - gives a total of 37,044 days.",False
42,Strigaskór nr,42 is Strigaskór nr.,False
42,the Kumars at No,42 is the Kumars at No.,False
42,"in the episode ""Human"" from Stargate Universe, the key to a code appears to be the number 46","42 is in the episode ""Human"" from Stargate Universe, the key to a code appears to be the number 46.",False
42,"on the game show ""Jeopardy!","42 is on the game show ""Jeopardy!.",False
42,the number of times Celtic F.C,42 is the number of times Celtic F.C.,False
42,"the jersey number of Jackie Robinson, which is the only number retired by all Major League Baseball teams","42 is the jersey number of Jackie Robinson, which is the only number retired by all Major League Baseball teams.",False
42,"the jersey number of basketball Hall of Famer and one of the 50 Greatest Players in NBA History James Worthy, small forward for the Los Angeles Lakers, who retired his jersey number in 1995","42 is the jersey number of basketball Hall of Famer and one of the 50 Greatest Players in NBA History James Worthy, small forward for the Los Angeles Lakers, who retired his jersey number in 1995.",False
42,"the jersey number of football Hall of Famer, Ronnie Lott, safety for the San Francisco 49ers, who retired his jersey number in 2003","42 is the jersey number of football Hall of Famer, Ronnie Lott, safety for the San Francisco 49ers, who retired his jersey number in 2003.",False
42,"the jersey number of Chicago Bears legend Sid Luckman, which was retired by the Bears","42 is the jersey number of Chicago Bears legend Sid Luckman, which was retired by the Bears.",False
42,"the jersey number of Pat Tillman, which was retired on November 13, 2004 by Arizona State University","42 is the jersey number of Pat Tillman, which was retired on November 13, 2004 by Arizona State University.",False
42,the number of laws of cricket,42 is the number of laws of cricket.,False
42,the number of kilometers in a marathon,42 is the number of kilometers in a marathon.,False
42,"the number of spots (or pips, circular patches or pits) on a pair of standard six-sided dice","42 is the number of spots (or pips, circular patches or pits) on a pair of standard six-sided dice.",False
42,Facebook chat has a special emoticon that can be used on its chat feature,42 is Facebook chat has a special emoticon that can be used on its chat feature.,False
43,the number for Richard Petty's race car when he won his 7 Winston Cup Championships,43 is the number for Richard Petty's race car when he won his 7 Winston Cup Championships.,False
43,the maximum number of cars participating in a NASCAR race in the Cup Series or Nationwide Series,43 is the maximum number of cars participating in a NASCAR race in the Cup Series or Nationwide Series.,False
43,the number is also used by Ken Block on his rally cars,43 is the number is also used by Ken Block on his rally cars.,False
43,"Brad Daugherty, ESPN NASCAR analyst and retired American basketball player","43 is Brad Daugherty, ESPN NASCAR analyst and retired American basketball player.",False
43,Patrice Brisebois (Montreal Canadiens) from 1991 to 2004,43 is Patrice Brisebois (Montreal Canadiens) from 1991 to 2004.,False
43,"Jan Alston (ZSC Lions, Zurich, Switzerland) from 2001 to 2010","43 is Jan Alston (ZSC Lions, Zurich, Switzerland) from 2001 to 2010.",False
43,"the number was worn by Dennis Eckersley of the Oakland Athletics (MLB), and has been retired","43 is the number was worn by Dennis Eckersley of the Oakland Athletics (MLB), and has been retired.",False
43,"Sri Lanka's lowest ODI score ever made chasing 302 to win against South Africa (January 11, 2012)","43 is Sri Lanka's lowest ODI score ever made chasing 302 to win against South Africa (January 11, 2012).",False
43,U.S.S,43 is U.S.S.,False
43,"the Saros number of the solar eclipse series which began on April 29, 1513 BC and ended on June 5, 233 BC ","43 is the Saros number of the solar eclipse series which began on April 29, 1513 BC and ended on June 5, 233 BC .",False
43,"the Saros number of the lunar eclipse series which began on August 27, 1482 BC and ended on March 15, 70","43 is the Saros number of the lunar eclipse series which began on August 27, 1482 BC and ended on March 15, 70.",False
40,"in football (soccer), generally considered the number of points that a Premier League team (or, by extension, a team in any 20-team league with a standard home-and-away season) needs to avoid relegation","40 is in football (soccer), generally considered the number of points that a Premier League team (or, by extension, a team in any 20-team league with a standard home-and-away season) needs to avoid relegation.",False
40,a song by Dave Matthews Band,40 is a song by Dave Matthews Band.,False
40,the number of years of marriage as the ruby wedding anniversary,40 is the number of years of marriage as the ruby wedding anniversary.,False
40,the code for direct dial international phone calls to Romania,40 is the code for direct dial international phone calls to Romania.,False
40,the customary number of hours in a regular workweek in some Western countries,40 is the customary number of hours in a regular workweek in some Western countries.,False
40,"the number of weeks for an average term of pregnancy, counting from the woman’s last menstrual period","40 is the number of weeks for an average term of pregnancy, counting from the woman’s last menstrual period.",False
40,the atomic number of zirconium,40 is the atomic number of zirconium.,False
41,"the name of an independent documentary about Nicholas O'Neill, the youngest victim of the Station nightclub fire","41 is the name of an independent documentary about Nicholas O'Neill, the youngest victim of the Station nightclub fire.",False
41,Charlton Heston's designation as a galley slave in the film Ben-Hur,41 is Charlton Heston's designation as a galley slave in the film Ben-Hur.,False
41,the code number given to Tetsuo Shima by scientists in the manga and 1988 film Akira,41 is the code number given to Tetsuo Shima by scientists in the manga and 1988 film Akira.,False
41,Jonathan Pryce's destination level for his apartment in Terry Gilliam's Brazil,41 is Jonathan Pryce's destination level for his apartment in Terry Gilliam's Brazil.,False
41,Billy Cole's jersey number in the Tony Scott film The Last Boy Scout,41 is Billy Cole's jersey number in the Tony Scott film The Last Boy Scout.,False
41,the victim number that appears on Dr. Lucy Lynskey's forehead in the Peter Jackson film The Frighteners,41 is the victim number that appears on Dr. Lucy Lynskey's forehead in the Peter Jackson film The Frighteners.,False
41,the precinct number that appears on the NYC police car in the film Ghostbusters during the earthquake moment of the film's climax,41 is the precinct number that appears on the NYC police car in the film Ghostbusters during the earthquake moment of the film's climax.,False
41,"the district number where the ""zombie virus"" reappears in the film Doomsday","41 is the district number where the ""zombie virus"" reappears in the film Doomsday.",False
41,the distance in kilometers when Ripcord and Duke from the 2009 film G.I,41 is the distance in kilometers when Ripcord and Duke from the 2009 film G.I.,False
41,the restricted penthouse level of Lady Tanaka's Yakuza hideout in The Punisher (1989 film),41 is the restricted penthouse level of Lady Tanaka's Yakuza hideout in The Punisher (1989 film).,False
41,the age at which writer/director Tom Graeff (of Teenagers from Outer Space fame) committed suicide,41 is the age at which writer/director Tom Graeff (of Teenagers from Outer Space fame) committed suicide.,False
41,"the truck driver number, in the Knight Rider (1982 TV series) pilot, who agrees to a $25,000 cash reward for 'smashing head on' into Michael Knight and KITT during the finale","41 is the truck driver number, in the Knight Rider (1982 TV series) pilot, who agrees to a $25,000 cash reward for 'smashing head on' into Michael Knight and KITT during the finale.",False
41,"in The Expendables (2010 film), the number of soldiers actor Eric Roberts laments to his subordinates about having been killed by star Sylvester Stallone in his escape from their island","41 is in The Expendables (2010 film), the number of soldiers actor Eric Roberts laments to his subordinates about having been killed by star Sylvester Stallone in his escape from their island.",False
41,"the reported number of survivors aboard the USS Neptune, in the 1978 disaster film Gray Lady Down, upon its initial depth position of 1,450 feet","41 is the reported number of survivors aboard the USS Neptune, in the 1978 disaster film Gray Lady Down, upon its initial depth position of 1,450 feet.",False
41,the retired number of the back of the uniform worn by Hall of Famers Tom Seaver of the New York Mets and by Eddie Mathews of the Atlanta Braves,41 is the retired number of the back of the uniform worn by Hall of Famers Tom Seaver of the New York Mets and by Eddie Mathews of the Atlanta Braves.,False
41,"worn by and retired for Brian Piccolo, running back for the Chicago Bears","41 is worn by and retired for Brian Piccolo, running back for the Chicago Bears.",False
41,the race number worn by Sir Roger Bannister when he broke the mythical 4-minute mile barrier in 1954,41 is the race number worn by Sir Roger Bannister when he broke the mythical 4-minute mile barrier in 1954.,False
41,the international direct dialing (IDD) code for Switzerland,41 is the international direct dialing (IDD) code for Switzerland.,False
41,the number of the French department Loir-et-Cher,41 is the number of the French department Loir-et-Cher.,False
41,the number of members in the U.S. Senate needed to defeat a cloture vote and sustain a filibuster indefinitely,41 is the number of members in the U.S. Senate needed to defeat a cloture vote and sustain a filibuster indefinitely.,False
41,a number frequently referred to in Arthur C. Clarke's series of books known as the Rama Cycle,41 is a number frequently referred to in Arthur C. Clarke's series of books known as the Rama Cycle.,False
41,Symphony No,41 is Symphony No.,False
41,"the number of times Paul McCartney sings the phrase ""Let It Be"" in the Beatles #1 hit Let It Be","41 is the number of times Paul McCartney sings the phrase ""Let It Be"" in the Beatles #1 hit Let It Be.",False
41,the atomic number of niobium,41 is the atomic number of niobium.,False
41,"the Saros number of the solar eclipse series which began on May 28, 1588 BC and ended on July 5, 308 BC","41 is the Saros number of the solar eclipse series which began on May 28, 1588 BC and ended on July 5, 308 BC.",False
41,"the Saros number of the lunar eclipse series which began on March 18, 1268 BC and ended on May 6 AD 30","41 is the Saros number of the lunar eclipse series which began on March 18, 1268 BC and ended on May 6 AD 30.",False
41,the number of episodes that Toei's Spider-Man lasted,41 is the number of episodes that Toei's Spider-Man lasted.,False
1,the resin identification code used in recycling to identify polyethylene terephthalate,1 is the resin identification code used in recycling to identify polyethylene terephthalate.,False
1,used in binary code along with 0,1 is used in binary code along with 0.,False
1,root of unity,1 is root of unity.,False
1,"the characters Thomas the Tank Engine, Skarloey and Godred from The Railway Series and Thomas and Friends have this number","1 is the characters Thomas the Tank Engine, Skarloey and Godred from The Railway Series and Thomas and Friends have this number.",False
1,the atomic number of hydrogen,1 is the atomic number of hydrogen.,False
5,the Fifth Element is a 1997 science fiction film,5 is the Fifth Element is a 1997 science fiction film.,False
5,the atomic number of boron,5 is the atomic number of boron.,False
5,the lightest atomic mass (the sum of protons and neutrons) for which no stable isotopes exist for any element,5 is the lightest atomic mass (the sum of protons and neutrons) for which no stable isotopes exist for any element.,False
5,"the number of appendages on most starfish, which exhibit pentamerism","5 is the number of appendages on most starfish, which exhibit pentamerism.",False
5,the Roman numeral V stands for dwarfs (main sequence stars) in the Yerkes spectral classification scheme,5 is the Roman numeral V stands for dwarfs (main sequence stars) in the Yerkes spectral classification scheme.,False
5,the Roman numeral V (usually) stands for the fifth-discovered satellite of a planet or minor planet (e.g,5 is the Roman numeral V (usually) stands for the fifth-discovered satellite of a planet or minor planet (e.g.,False
5,"the Saros number of the solar eclipse series which began on April 4, 2720 BC and ended on May 24, 1422 BC","5 is the Saros number of the solar eclipse series which began on April 4, 2720 BC and ended on May 24, 1422 BC.",False
5,the number of kyu (pupil) grades in judo,5 is the number of kyu (pupil) grades in judo.,False
5,Mambo No,5 is Mambo No.,False
5,Beethoven's Fifth Symphony is a symphony written after his Fourth but before his Sixth,5 is Beethoven's Fifth Symphony is a symphony written after his Fourth but before his Sixth.,False
5,"a Perfect fifth is the most consonant harmony, and is the basis for most western tuning systems","5 is a Perfect fifth is the most consonant harmony, and is the basis for most western tuning systems.",False
5,"the number of completed, numbered piano concertos of Ludwig van Beethoven, Sergei Prokofiev, and Camille Saint-Saëns","5 is the number of completed, numbered piano concertos of Ludwig van Beethoven, Sergei Prokofiev, and Camille Saint-Saëns.",False
5,"in the United States legal system, the Fifth Amendment to the United States Constitution can be referred to in court as ""pleading the fifth"", absolving the defendant from self-incrimination","5 is in the United States legal system, the Fifth Amendment to the United States Constitution can be referred to in court as ""pleading the fifth"", absolving the defendant from self-incrimination.",False
5,"quintessence, meaning 'fifth element', refers to the elusive fifth element that completes the basic four elements (water, fire, air, and earth)","5 is quintessence, meaning 'fifth element', refers to the elusive fifth element that completes the basic four elements (water, fire, air, and earth).",False
5,the number of Justices on the Supreme Court of the United States necessary to render a majority decision,5 is the number of Justices on the Supreme Court of the United States necessary to render a majority decision.,False
5,the number of dots in a quincunx,5 is the number of dots in a quincunx.,False
5,the number of permanent members with veto power on the United Nations Security Council,5 is the number of permanent members with veto power on the United Nations Security Council.,False
5,the number of points in a pentagram,5 is the number of points in a pentagram.,False
5,the number of Korotkoff sounds when measuring blood pressure,5 is the number of Korotkoff sounds when measuring blood pressure.,False
5,no,5 is no.,False
5,"the Pentium, coined by Intel Corporation, is a fifth-generation x86 architecture microprocessor","5 is the Pentium, coined by Intel Corporation, is a fifth-generation x86 architecture microprocessor.",False
5,the resin identification code used in recycling to identify polypropylene,5 is the resin identification code used in recycling to identify polypropylene.,False
9,Ninth Avenue is a major avenue in Manhattan,9 is Ninth Avenue is a major avenue in Manhattan.,False
9,in J.R.R,9 is in J.R.R.,False
9,"Ramadan, the month of fasting and prayer, is the ninth month of the Islamic calendar","9 is Ramadan, the month of fasting and prayer, is the ninth month of the Islamic calendar.",False
9,the Saros number of the solar eclipse series which began on -2568 February 6 and ended on -1252 April 4,9 is the Saros number of the solar eclipse series which began on -2568 February 6 and ended on -1252 April 4.,False
9,a car in the Sprint Cup Series currently owned by Richard Petty Motorsports,9 is a car in the Sprint Cup Series currently owned by Richard Petty Motorsports.,False
9,"the number of innings in a regulation, non-tied game of baseball","9 is the number of innings in a regulation, non-tied game of baseball.",False
9,the number worn by Roy Hobbs in the movie The Natural,9 is the number worn by Roy Hobbs in the movie The Natural.,False
9,"in rugby league, the number generally worn by the hooker","9 is in rugby league, the number generally worn by the hooker.",False
9,"in rugby union, the number generally worn by the scrum-half","9 is in rugby union, the number generally worn by the scrum-half.",False
